category,seller_id,seller_city,seller_state,total_orders,unique_buyers,total_gmv,avg_order_value,avg_review_score
furniture_decor,a3a38f4affed601eb87a97788c949667,joinville,SC,10,10,1168.46,116.85,4.5
bed_bath_table,4200ddf1967c5e41e48db62bc6d4b5ac,sao bernardo do campo,SP,22,21,1168.26,28.49,4.32
cool_stuff,e84ad2127668df3aafc6b73531a0beb8,sao paulo,SP,16,16,1167.94,68.7,4.35
sports_leisure,adcf50477d6a1f5d91bb9d54c4903cb5,claudio,MG,12,12,1160.55,44.64,3.38
cool_stuff,f27e33c6d29b5138fa9967bcd445b6d5,sao paulo,SP,15,15,1159.55,72.47,3.63
fixed_telephony,b76dba6c951ab00dc4edf0a1aa88037e,sao paulo,SP,39,39,1158.57,28.26,4.27
garden_tools,aac29b1b99776be73c3049939652091d,uberlandia,MG,15,15,1157.72,28.94,3.73
computers_accessories,2156f2671501a81034d7d07f217609d0,sp,SP,14,14,1151.13,82.22,3.93
pet_shop,db46ca7bce82b11f7e247539271fc390,rio de janeiro,RJ,16,16,1149.86,71.87,4.56
cool_stuff,f8201cab383e484733266d1906e2fdfa,palhoca,SC,10,10,1144.83,114.48,4.1
housewares,b335c59ab742f751a85db9c411a86739,araguari,MG,12,12,1143.87,95.32,4.0
small_appliances,33cbbec1e7e1044aaf11d152172c776f,bento goncalves,RS,15,15,1129.5,70.59,4.69
garden_tools,56642bcb79900e777d68e91915cb4267,sao paulo,SP,18,17,1127.75,43.38,3.19
furniture_decor,b335c59ab742f751a85db9c411a86739,araguari,MG,11,11,1122.91,93.58,3.92
air_conditioning,d91fb3b7d041e83b64a00a3edfb37e4f,praia grande,SP,12,12,1119.16,93.26,3.92
auto,2a1348e9addc1af5aaa619b1a3679d6b,belo horizonte,MG,10,10,1117.8,111.78,4.3
furniture_decor,7e3f87d16fb353f408d467e74fbd8014,sao paulo,SP,13,13,1108.62,85.28,4.0
fashion_bags_accessories,1b8b75e227c9a9c100d0c210fb6176ce,sao paulo,SP,11,10,1101.68,100.15,3.55
furniture_decor,95ec4458365c4d11f452ccf538377619,limeira,SP,10,10,1101.23,84.71,3.62
health_beauty,1da3aeb70d7989d1e6d9b0e887f97c23,sao paulo,SP,25,25,1099.85,43.99,4.6
furniture_decor,4830e40640734fc1c52cd21127c341d4,sao paulo,SP,17,17,1097.55,64.56,4.24
toys,d9a84e1403de8da0c3aa531d6d108ba6,sao paulo,SP,26,26,1093.86,42.07,4.54
perfumery,d12c926d74ceff0a90a21184466ce161,sao paulo,SP,10,10,1086.74,57.2,2.58
consoles_games,8b321bb669392f5163d04c59e235e066,sao paulo,SP,19,19,1085.69,49.35,3.64
furniture_decor,2a7dc43cecabf23403078e2188437d1d,sao paulo,SP,11,11,1083.29,98.48,3.55
bed_bath_table,42b729f859728f5079499127a9c2ef37,sao paulo,SP,18,18,1082.75,45.11,4.38
fashion_bags_accessories,8602a61d680a10a82cceeeda0d99ea3d,sao paulo,SP,17,17,1079.9,56.84,4.47
housewares,5a05a16bb50629ee31afab8a6d4c2674,caxias do sul,RS,14,14,1075.48,71.7,4.0
auto,cda598c48d7c614bc1cad7d8ff6f0010,mirassol,SP,10,10,1073.13,97.56,4.0
garden_tools,51e4e89242cbb846c2deff3dc015650e,rio grande,RS,14,14,1067.98,76.28,4.57
art,955fee9216a65b617aa5c0531780ce60,sao paulo,SP,11,11,1067.7,97.06,4.82
housewares,5d3bb11474a06bdc23fb9e89f1164ee0,assis,SP,10,10,1063.89,96.72,3.73
computers_accessories,18e694e0e48ed6f7aa3f24aade5fd697,varzea paulista,SP,27,27,1063.1,36.66,4.72
furniture_decor,c37b2059d4f90d4feead554e5246565e,sao paulo,SP,12,12,1061.28,66.33,3.75
sports_leisure,9d681c7e12db302cb261e721040dde65,curitiba,PR,13,13,1058.68,75.62,4.93
furniture_decor,a425f92c199eb576938df686728acd20,curitiba,PR,12,12,1048.26,74.88,4.43
health_beauty,e3a386fc36e22064434e1fa256f6a9fa,engenheiro coelho,SP,16,16,1047.15,61.6,4.24
toys,71039d19d4303bf9054d69e9a9236699,sao paulo,SP,22,21,1044.61,41.78,3.68
sports_leisure,b5e3e38609125694d2ea2417522a60b7,florianopolis,SC,14,14,1044.21,69.61,4.4
stationery,95ec4458365c4d11f452ccf538377619,limeira,SP,12,12,1043.5,86.96,4.92
bed_bath_table,062ce95fa2ad4dfaedfc79260130565f,lajeado,RS,16,16,1040.52,57.81,3.83
small_appliances,4830e40640734fc1c52cd21127c341d4,sao paulo,SP,11,11,1038.05,86.5,3.92
perfumery,d3f39f05462b79a4562d35893a28f159,mococa,SP,16,16,1033.3,60.78,3.53
auto,d2374cbcbb3ca4ab1086534108cc3ab7,ibitinga,SP,22,20,1032.5,46.93,4.14
signaling_and_security,6481e96574816ead57975da2c0f6d80d,sorocaba,SP,15,14,1030.61,46.85,3.77
stationery,1da3aeb70d7989d1e6d9b0e887f97c23,sao paulo,SP,26,26,1028.78,30.26,4.29
baby,f3da5b2ff499efb8d4a6d371d175d7dd,sao paulo,SP,13,13,1028.17,79.09,4.0
fashion_underwear_beach,a49928bcdf77c55c6d6e05e09a9b4ca5,sao paulo,SP,11,11,1027.26,93.39,3.64
sports_leisure,66dc1b1632bd6a3e508510c5b3492107,jau,SP,11,11,1025.73,93.25,3.73
sports_leisure,0ff83046c3fa22efee8ecf291888b191,caxias do sul,RS,10,10,1023.38,93.03,4.82
unknown,b74d1c09cb380e1d03a6f859c6f4224b,rio de janeiro,RJ,10,10,1021.22,78.56,4.0
books_general_interest,3dbbce181edfaa4a597ec858c382d2ec,curitiba,PR,13,13,1020.95,63.81,4.38
furniture_decor,93b9a99027bd8bd6af682aff18dd19bf,mairipora,SP,10,10,1020.74,92.79,4.09
furniture_decor,4a1f694197d05fe70026b016a7316b41,pedreira,SP,12,12,1018.68,53.61,4.89
toys,cac63f48c38cd7d002a7e846dcd99a23,sumare,SP,10,8,1014.62,101.46,4.8
toys,95e03ca3d4146e4011985981aeb959b9,rio de janeiro,RJ,15,15,1012.24,63.27,4.31
fashion_sport,e7df4cd29ab5abab70fb0783ddb53987,sao paulo,SP,12,12,1010.08,84.17,4.58
housewares,aac29b1b99776be73c3049939652091d,uberlandia,MG,11,11,1005.56,62.85,4.75
stationery,e0878efa0e0b7e5313ac0b43bc04c081,curitiba,PR,10,10,1004.57,83.71,3.92
fashion_bags_accessories,1da3aeb70d7989d1e6d9b0e887f97c23,sao paulo,SP,27,25,1003.59,34.61,4.45
audio,70a12e78e608ac31179aea7f8422044b,jacarei,SP,12,12,1003.02,83.59,3.25
fashion_male_clothing,cca3071e3e9bb7d12640c9fbe2301306,ibitinga,SP,13,13,1002.22,71.59,4.07
housewares,c6a7539d424a8402232c2228d7a03c5e,sao paulo,SP,10,10,1001.32,66.75,2.6
health_beauty,d4f117125b59ce73c3302f88ee40c458,sao paulo,SP,17,17,998.61,58.74,4.82
bed_bath_table,6426d21aca402a131fc0a5d0960a3c90,ribeirao preto,SP,12,12,997.55,83.13,4.17
home_construction,8648b1e89e9b349e32d3741b30ec737e,jacarei,SP,10,10,991.89,99.19,4.7
health_beauty,d9e7e7778b32987280a6f2cb9a39c57d,sao paulo,SP,11,11,986.39,75.88,3.15
small_appliances,6a8a889bde935bafa76d7848782dfaf9,sao paulo,SP,20,20,983.69,40.99,3.88
perfumery,808d4348b916efa08e766ebad39f61eb,sao paulo,SP,20,20,981.54,49.08,4.6
books_general_interest,41c2bad7229b0c25e6becf179ebf63ff,natal,RN,20,20,971.92,42.26,4.96
baby,1b938a7ec6ac5061a66a3766e0e75f90,penapolis,SP,11,11,971.32,80.94,4.42
toys,c89cf7c468a48af70aada384e722f9e2,petropolis,RJ,14,14,971.01,69.36,4.07
computers_accessories,557f22c76691849db52d2abccf0015d0,morrinhos,GO,11,11,970.56,88.23,3.36
housewares,1554a68530182680ad5c8b042c3ab563,monte siao,MG,14,14,967.52,64.5,4.47
toys,1caf283236cd69af44cbc09a0a1e7d32,nova iguacu,RJ,24,23,967.14,38.69,4.68
electronics,8fdca8e349553f99bc738833a62c8802,sao paulo,SP,13,13,964.95,64.33,4.33
health_beauty,68f86ba270525243e68ae74044f992b9,rio de janeiro,RJ,10,10,964.2,87.65,4.36
toys,ba5daa4041e1f15cdf34b76e3e18a450,sao paulo,SP,15,15,959.35,63.96,4.27
baby,827f8f69dfa529c561901c4f2e0f332f,curitiba,PR,21,21,958.12,45.62,4.33
cds_dvds_musicals,4e922959ae960d389249c378d1c939f5,jacarei,SP,12,12,954.99,68.21,4.64
telephony,18a349e75d307f4b4cc646a691ed4216,sao paulo,SP,25,25,950.14,38.01,3.4
cool_stuff,ce27a3cc3c8cc1ea79d11e561e9bebb6,sao paulo,SP,18,18,947.92,47.4,3.95
baby,45d33f715e24d15a6ccf5c17b3a23e3c,sorocaba,SP,14,14,947.74,67.7,4.07
musical_instruments,8b321bb669392f5163d04c59e235e066,sao paulo,SP,15,15,945.01,49.74,4.05
auto,7178f9f4dd81dcef02f62acdf8151e01,videira,SC,13,13,943.3,62.89,4.27
stationery,0be8ff43f22e456b4e0371b2245e4d01,sao paulo,SP,10,10,941.37,94.14,4.0
garden_tools,f7720c4fa8e3aba4546301ab80ea1f1b,curitiba,PR,21,21,940.32,44.78,4.31
fashion_underwear_beach,b1aaae6b66ad3c40f54b389d7ea4bee0,sao paulo,SP,11,11,937.83,78.15,4.33
small_appliances,2a6fbeaa7ab9e5d59a35841a8da71ce4,jaragua do sul,SC,15,15,937.31,62.49,4.13
construction_tools_construction,05d2173d43ea568aa0540eba70d2ca76,alfenas,MG,12,12,936.38,78.03,4.0
health_beauty,5a413ade68e8f8d93071a7f52a64cb9e,sao paulo,SP,14,14,932.67,66.62,4.64
telephony,f262cbc1c910c83959f849465454ddd3,sao paulo,SP,11,11,932.29,77.69,4.08
auto,ea8482cd71df3c1969d7b9473ff13abc,sao paulo,SP,24,23,926.73,37.07,4.12
furniture_decor,066a6914e1ebf3ea95a216c73a986b91,foz do iguacu,PR,11,11,923.25,76.94,3.83
small_appliances,82cb9f452fe8334df74b22d37824b431,caxias do sul,RS,11,11,919.01,65.64,4.71
food,9b013e03b2ab786505a1d3b5c0756754,vicente de carvalho,SP,15,14,918.97,34.04,3.63
perfumery,d57e18d5f73c7ccb7f7339b61166898d,sao paulo,SP,17,17,917.87,53.99,4.29
housewares,c4fb51fb1c5b7c07bc5e67be6e7e8f6e,curitiba,PR,10,10,912.7,82.97,3.18
furniture_living_room,5058e8c1e82653974541e83690655b4a,itaquaquecetuba,SP,13,13,910.44,65.03,3.93
toys,63a79f5a7eb5cb48a7e5787b141c7993,patos de minas,MG,10,10,910.35,91.04,4.5
fixed_telephony,4e922959ae960d389249c378d1c939f5,jacarei,SP,10,10,904.97,82.27,3.82
auto,ef2fbc2b607d8492bcffe657a4645434,rio de janeiro,RJ,13,13,901.92,64.42,3.57
sports_leisure,4830e40640734fc1c52cd21127c341d4,sao paulo,SP,19,19,901.43,45.07,4.2
auto,f27e33c6d29b5138fa9967bcd445b6d5,sao paulo,SP,12,12,901.18,75.1,4.83
housewares,8a432f4e5b471f8da497d7dc517666e2,presidente prudente,SP,13,13,900.64,69.28,4.31
sports_leisure,729b2d09b2a0bdab221076327f13d050,mineiros do tiete,SP,18,18,893.5,40.61,4.68
toys,2ff97219cb8622eaf3cd89b7d9c09824,salto,SP,10,10,888.46,88.85,4.4
auto,6d66611d7c44cc30ce351abc49a68421,sao paulo,SP,16,16,885.62,55.35,3.56
home_confort,520b493b57809f446cb0a233bb3e25c7,santos,SP,16,16,885.03,46.58,4.53
health_beauty,ce27a3cc3c8cc1ea79d11e561e9bebb6,sao paulo,SP,16,16,883.05,55.19,4.31
auto,f435898e493ba0356019a0b1cb8b55b1,curitiba,PR,10,10,880.68,73.39,4.33
auto,cd3d09fbe6e3e9ff0c0ac0c300e93ae7,nova odessa,SP,12,12,880.23,73.35,4.17
baby,33a6f4b1e7cdc205511e76ba1b6e0186,guarulhos,SP,11,11,880.16,80.01,4.82
fashion_bags_accessories,537eb890efff034a88679788b647c564,rio de janeiro,RJ,20,20,875.7,43.79,4.3
garden_tools,45ba18c210d42734ec52c0c1c574e9ee,sao roque,SP,10,10,869.07,72.42,3.33
stationery,4830e40640734fc1c52cd21127c341d4,sao paulo,SP,18,18,866.02,45.58,4.16
toys,87d3c3aeb3ead335511b3ce315eb341e,sao paulo,SP,11,11,865.7,78.7,3.82
flowers,8bb48dc19fccaa8613b6229bf7f452a2,assis,SP,20,20,856.83,38.95,4.5
health_beauty,6b15924333bd1a741595fe981ea04822,sao caetano do sul,SP,21,21,854.46,40.69,4.67
perfumery,89a51f50b8095ea78d5768f34c13a76f,brasilia,DF,10,10,854.26,77.66,4.73
baby,1771297ac436903d1dd6b0e9279aa505,guarulhos,SP,11,11,852.93,50.17,4.65
baby,2d50d6282f8aa2257819a77bfaa0efe0,ibitinga,SP,15,15,852.84,56.86,4.27
market_place,1bb2bdb95f4841f1bba2c0d2cd83d3c9,sao paulo,SP,21,21,845.87,40.28,4.81
home_appliances,a2deecd5398f5df4987110c80a1972a3,sao paulo,SP,13,13,845.8,65.06,4.27
health_beauty,851773c885feb5e2da3b4f82bc2b17ce,lencois paulista,SP,10,10,837.13,83.71,4.2
art,b561927807645834b59ef0d16ba55a24,sao paulo,SP,11,11,836.9,76.08,4.82
sports_leisure,95e03ca3d4146e4011985981aeb959b9,rio de janeiro,RJ,16,16,835.19,49.13,4.59
furniture_decor,1b8356dabde1d35e17cef975c3f82730,sao paulo,SP,14,14,834.41,55.63,3.87
sports_leisure,39c763cca83e654764b7a4a650fb9b7c,goiania,GO,10,9,833.91,83.39,3.8
housewares,432c37c9dfba871172ec162e20118b8c,brasilia,DF,15,15,830.83,51.93,4.25
electronics,d66c11a9572221d92fbb8c4897db5f9b,rio de janeiro,RJ,13,13,828.3,63.72,4.77
cool_stuff,562f8cfc51f265411f487d07e9c40e7f,belo horizonte,MG,11,11,827.97,75.27,4.55
health_beauty,bd1d49a326abfa9b1036772e40445430,bauru,SP,12,12,826.2,63.55,3.85
baby,25e6ffe976bd75618accfe16cefcbd0d,sao paulo,SP,10,10,822.77,82.28,4.5
toys,5ef131ac72773e5b3f6c0d63cf424657,ribeirao preto,SP,10,10,821.99,74.73,3.82
housewares,57c764b4a836300be881e2ff86e449f9,ribeirao preto,SP,22,22,816.6,35.5,4.13
unknown,4e922959ae960d389249c378d1c939f5,jacarei,SP,15,15,811.24,47.72,4.29
housewares,2a7dc43cecabf23403078e2188437d1d,sao paulo,SP,10,10,810.91,73.72,4.82
pet_shop,54a1852d1b8f10312c55e906355666ee,santa barbara d'oeste,SP,10,10,804.36,80.44,4.6
furniture_decor,4ebdc7e6cd6102a022dadc49156d4ea8,sao paulo,SP,16,16,802.84,42.25,3.79
health_beauty,542917da124346b47ea1ac79a93ce454,curitiba,PR,13,13,800.71,61.59,4.23
electronics,179d859f51292aac5c10806a356f7af9,ribeirao pires,SP,18,18,800.27,42.12,4.32
furniture_decor,bb135baca94c82fcb731335ad5b04a03,sao paulo,SP,10,9,800.06,27.59,2.17
food_drink,751bdc4d83a466c7206cd42e8f426b03,ribeirao pires,SP,10,10,799.21,53.28,4.33
perfumery,1d29dfba02015238dfbe2449a5eaa361,vicosa,MG,12,12,789.92,65.83,4.5
housewares,2a84855fd20af891be03bc5924d2b453,belo horizonte,MG,13,13,786.85,60.53,4.69
toys,f214d28e8d8e3ef068748498ccc2f813,sao paulo,SP,14,14,782.19,48.89,3.75
health_beauty,d566c37fa119d5e66c4e9052e83ee4ea,sao paulo,SP,10,10,778.68,70.79,4.91
fashion_bags_accessories,dbb9b48c841a0e39e21f98e1a6b2ec3e,sao paulo,SP,11,11,775.82,70.53,4.73
consoles_games,080102cd0a76b09e0dcf55fcacc60e05,belo horizonte,MG,26,26,774.55,27.66,4.61
computers_accessories,6560211a19b47992c3666cc44a7e94c0,sao paulo,SP,12,12,774.4,64.53,4.25
auto,26af45f5dfd967225a832838aa4e24a3,curitiba,PR,10,10,771.61,70.15,4.18
toys,daeb5653dd96c1b11860f72209795012,belo horizonte,MG,17,17,770.8,42.82,4.47
watches_gifts,95e03ca3d4146e4011985981aeb959b9,rio de janeiro,RJ,17,17,765.93,45.05,3.59
health_beauty,b499c00f28f4b7069ff6550af8c1348a,limeira,SP,14,14,764.72,54.62,4.07
home_construction,9d5604a1f112324ad6b2aa552122e0fb,florianopolis,SP,13,13,761.98,44.82,3.65
books_general_interest,2059c39f76271d4ca3f15b5ffaccc8b8,curitiba,PR,11,11,756.4,68.76,4.45
housewares,282f23a9769b2690c5dda22e316f9941,belo horizonte,MG,10,10,755.93,62.99,4.75
perfumery,95e03ca3d4146e4011985981aeb959b9,rio de janeiro,RJ,15,15,754.4,50.29,4.4
auto,dfa0c4c6229ab200a4a1336b4d7128ff,florianopolis,SC,11,11,748.22,62.35,2.92
health_beauty,01fd077212124329bac32490e8ef80d9,ribeirao preto / sao paulo,SP,13,13,737.13,52.65,4.21
cool_stuff,e26901d5ab434ce92fd9b5c256820a4e,maua,SP,13,13,735.1,56.55,4.15
computers_accessories,be8e909810184b9b19e886129149d8e5,piracicaba,SP,12,12,732.18,61.02,3.58
musical_instruments,9f505651f4a6abe901a56cdc21508025,sao paulo,SP,13,13,730.91,56.22,4.92
cool_stuff,4b9750c8ad28220fe6702d4ecb7c898f,limeira,SP,12,12,729.34,60.78,4.17
toys,8cbac7e12637ed9cffa18c7875207478,jaragua do sul,SC,12,12,729.32,40.52,4.72
health_beauty,8d956fec2e4337affcb520f56fd8cbfd,sao bernardo do campo,SP,13,13,719.45,47.96,4.47
construction_tools_construction,5b664594895aefb418afaee6d40a9a23,petropolis,RJ,10,10,716.88,47.79,3.13
cool_stuff,41b39e28db005d9731d9d485a83b4c38,santo andre,SP,14,14,716.05,51.15,4.43
telephony,634964b17796e64304cadf1ad3050fb7,rio de janeiro,RJ,10,10,715.45,71.54,4.0
bed_bath_table,1771297ac436903d1dd6b0e9279aa505,guarulhos,SP,11,10,712.5,59.38,4.67
furniture_decor,0a85ebe4e328db81ac9109781205e2f7,jundiai,SP,11,11,712.46,64.77,4.64
unknown,e26901d5ab434ce92fd9b5c256820a4e,maua,SP,14,14,705.97,47.06,4.0
unknown,cb9fb4ca75d7ba8437480e8dde64fe98,sao paulo,SP,10,10,705.56,70.56,4.0
fashio_female_clothing,dc8798cbf453b7e0f98745e396cc5616,sao paulo,SP,11,11,705.13,58.76,4.25
consoles_games,87142160b41353c4e5fca2360caf6f92,porto alegre,RS,13,13,703.21,54.09,4.54
construction_tools_safety,18a349e75d307f4b4cc646a691ed4216,sao paulo,SP,11,11,700.82,63.71,3.55
baby,10076e5788b8ee532724bcd460baf762,batatais,SP,12,12,697.58,53.66,4.54
perfumery,e9779976487b77c6d4ac45f75ec7afe9,praia grande,SP,10,10,695.66,69.57,4.2
musical_instruments,b499c00f28f4b7069ff6550af8c1348a,limeira,SP,14,14,689.89,49.28,4.07
home_comfort_2,4a3ca9315b744ce9f8e9374361493884,ibitinga,SP,20,19,687.51,26.44,3.58
auto,85d9eb9ddc5d00ca9336a2219c97bb13,belo horizonte,MG,20,20,681.38,30.97,4.0
furniture_decor,2a1348e9addc1af5aaa619b1a3679d6b,belo horizonte,MG,13,13,678.11,45.21,2.87
auto,36a968b544695394e4e9d7572688598f,santos,SP,17,17,677.11,37.62,3.94
health_beauty,0ac4201fda2c68ebc0e47cb9423cf3c9,sao paulo,SP,11,10,676.86,56.41,4.67
diapers_and_hygiene,218d46b86c1881d022bce9c68a7d4b15,ribeirao preto,SP,12,12,673.8,56.15,4.42
perfumery,325f3178fb58e2a9778334621eecdbf9,taboao da serra,SP,15,15,672.92,35.42,4.74
bed_bath_table,0be8ff43f22e456b4e0371b2245e4d01,sao paulo,SP,10,10,669.66,60.88,3.27
books_general_interest,5a6a02f419701fc8c605af71d4fc57a4,americana,SP,10,10,667.12,66.71,4.8
housewares,cca3071e3e9bb7d12640c9fbe2301306,ibitinga,SP,15,15,665.62,39.15,4.41
garden_tools,0bb738e4d789e63e2267697c42d35a2d,sao roque,SP,13,13,660.87,47.2,4.64
home_appliances,52f9db5cfb423382a2fa5c9e39303202,echapora,SP,10,10,657.25,65.72,4.0
air_conditioning,8b321bb669392f5163d04c59e235e066,sao paulo,SP,10,9,655.79,59.62,3.82
auto,f5b44895715ddfe3087dc414f30268f3,sorocaba,SP,19,19,654.44,34.44,4.0
construction_tools_construction,f262cbc1c910c83959f849465454ddd3,sao paulo,SP,13,13,653.07,46.65,4.14
food_drink,bbaff50f3b708fda865918715276cd87,atibaia,SP,12,12,651.77,40.74,4.81
electronics,0ed6ce5d87fd9c69eaacaeb778d67235,americana,SP,20,20,648.21,32.41,4.45
sports_leisure,638cba8be1fb599bbb76fd6948351eb3,sao jose dos campos,SP,13,13,645.17,37.95,4.65
sports_leisure,45d33f715e24d15a6ccf5c17b3a23e3c,sorocaba,SP,10,10,639.37,63.94,3.5
health_beauty,ea566164622c6b439516ab18062c42cd,sao  paulo,SP,11,11,636.34,53.03,3.75
sports_leisure,2f74af7a0ee5636f12c2336f9fffed47,sao paulo,SP,11,11,632.64,57.51,4.27
telephony,89bc797e2e29667aa035d4368f9b7f92,sao paulo,SP,16,16,630.44,33.18,3.89
garden_tools,f63d8f293af3a6454377546bd9dd19ff,votorantim,SP,11,11,629.63,52.47,4.92
agro_industry_and_commerce,ef506c96320abeedfb894c34db06f478,sao paulo,SP,12,11,629.06,48.39,3.85
telephony,d4e4b5192cba4e0e66eb12a9d347239d,toledo,PR,11,11,625.4,56.85,4.45
sports_leisure,28f10b1c5e5abb9d4857745bede6147c,sao paulo,SP,11,11,621.5,56.5,3.73
sports_leisure,d7485b33791774c36108f8c69602d48d,curitiba,PR,10,10,619.14,61.91,3.7
housewares,138dbe45fc62f1e244378131a6801526,sao paulo,SP,17,17,611.42,33.97,4.33
watches_gifts,dee656f0f566ed1aa85bd137c943f08f,cruzeiro,SP,10,10,608.47,60.85,4.6
electronics,08084d990eb3f53af056ccbc1730c8a7,sao paulo,SP,12,12,606.79,50.57,4.5
sports_leisure,916748bc99315c2d202898ae58b1617e,sorocaba,SP,22,22,605.53,21.63,4.29
housewares,5f1dc28029d2c244352a68107ec2b542,sao paulo,SP,13,13,602.43,46.34,4.38
air_conditioning,128639473a139ac0f3e5f5ade55873a5,maringa,PR,11,11,599.99,46.15,4.54
health_beauty,3d5d0dc7073a299e31fa718ce1bc00b6,rio de janeiro,RJ,13,13,594.52,45.73,4.77
auto,ce616e1913288884e7742faac9d981db,cotia,SP,14,14,593.45,26.98,4.64
books_technical,2953ce3a88f5e3c3b696d77fc9e4c8eb,sao paulo,SP,13,13,584.54,41.75,4.64
housewares,6d988d6174a2c27441597174f8905515,maringa,PR,16,15,578.49,36.16,4.0
telephony,f27e33c6d29b5138fa9967bcd445b6d5,sao paulo,SP,10,10,575.91,57.59,4.2
auto,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,10,10,575.83,52.35,3.45
baby,d9a84e1403de8da0c3aa531d6d108ba6,sao paulo,SP,14,14,572.98,31.83,4.56
computers_accessories,dd2bdf855a9172734fbc3744021ae9b9,belo horizonte,MG,10,10,572.35,57.24,3.8
bed_bath_table,891071be6ba827b591264c90c2ae8a63,sao paulo,SP,17,17,568.92,33.47,4.41
books_general_interest,b080809eaacb49e5ca07290981472431,belo horizonte,MG,11,11,567.4,51.58,4.82
fashion_bags_accessories,aaed1309374718fdd995ee4c58c9dfcd,timbo,SC,11,11,567.28,43.64,4.15
electronics,a8739afb32aaa45e01815ca76f76f54b,sao bernardo do campo,SP,13,13,563.56,37.57,3.47
auto,ea00f977a203ff88adf7057cb7806998,santos,SP,18,18,558.02,31.0,4.28
furniture_decor,08d0949a9a17c027262db1f3c450c26c,cascavel,PR,12,12,557.84,46.49,3.71
unknown,91f848e9f4be368f4318775aac733370,sao paulo,SP,11,11,557.29,50.66,4.36
baby,d8c7ba53e7e38711eaef8c2849d6d2e1,floresta,PR,10,10,546.36,54.64,4.8
housewares,b64d51f0435e884e8de603b1655155ae,garulhos,SP,12,12,545.63,36.38,4.27
unknown,63ffcb71394dd8ea3872ed9ffda17c74,itaborai,RJ,14,14,544.02,38.86,2.93
perfumery,6560211a19b47992c3666cc44a7e94c0,sao paulo,SP,11,11,535.95,41.23,4.46
unknown,6cd68b3ed6d59aaa9fece558ad360c0a,belo horizonte,MG,11,11,535.8,48.71,4.18
small_appliances,4be6b962d83299498bae2190f95d6566,sao carlos,SP,10,10,535.03,48.64,4.18
sports_leisure,0249d282d911d23cb8b869ab49c99f53,sao paulo,SP,11,11,531.88,48.35,4.27
electronics,28f10b1c5e5abb9d4857745bede6147c,sao paulo,SP,16,16,525.55,32.85,4.13
sports_leisure,bd15ee794d5e640d9dd71b665b2ab15b,ribeirao preto,SP,11,11,524.19,47.65,4.18
toys,768a86e36ad6aae3d03ee3c6433d61df,sao paulo,SP,10,10,520.74,52.07,4.6
cool_stuff,92eb0f42c21942b6552362b9b114707d,sao paulo,SP,16,16,519.64,21.65,3.46
baby,537eb890efff034a88679788b647c564,rio de janeiro,RJ,10,10,514.15,46.74,3.91
books_technical,0d33a55da925bbf1ff02af5f6059fc7f,sao paulo,SP,11,11,512.86,46.62,4.09
perfumery,9dd59e43f0c9f0553244e8f9c2fb247e,foz do iguacu,PR,10,10,508.12,50.81,4.8
perfumery,0747d5bb69f0586cc869d8af4c50f93e,saquarema,RJ,12,12,504.24,38.79,3.85
sports_leisure,3be634553519fb6536a03e1358e9fdc7,sao paulo,SP,13,13,503.5,33.57,4.4
auto,8d956fec2e4337affcb520f56fd8cbfd,sao bernardo do campo,SP,10,10,502.92,50.29,4.1
cool_stuff,10076e5788b8ee532724bcd460baf762,batatais,SP,11,11,501.2,38.55,4.69
sports_leisure,7c4618c82226628831613e95e9c22f44,sao roque,SP,13,13,499.47,38.42,4.08
telephony,7c1fea10b5b006671d608b1d7c446ec4,boituva,SP,11,11,499.28,45.39,3.91
sports_leisure,17e34d8224d27a541263c4c64b11a56b,riberao preto,SP,10,10,497.84,49.78,4.7
pet_shop,382229d1e840115ffe3dbf5ff460e417,rio de janeiro,RJ,10,10,480.11,43.65,4.27
fixed_telephony,ef506c96320abeedfb894c34db06f478,sao paulo,SP,10,10,479.06,43.55,4.09
housewares,daeb5653dd96c1b11860f72209795012,belo horizonte,MG,10,10,463.64,46.36,4.0
bed_bath_table,537eb890efff034a88679788b647c564,rio de janeiro,RJ,12,12,453.9,32.42,4.5
sports_leisure,2ff97219cb8622eaf3cd89b7d9c09824,salto,SP,10,10,452.63,45.26,4.5
telephony,cc419e0650a3c5ba77189a1882b7556a,santo andre,SP,17,17,452.26,18.09,4.12
auto,dee656f0f566ed1aa85bd137c943f08f,cruzeiro,SP,11,11,448.71,40.79,3.36
stationery,fcb5ace8bcc92f75707dc0f01a27d269,guarulhos,SP,12,12,443.05,31.65,4.36
sports_leisure,615005a3ef192c00c6f0e977cee3d2bc,itu,SP,10,10,442.14,40.19,3.91
unknown,325f3178fb58e2a9778334621eecdbf9,taboao da serra,SP,11,11,440.47,31.46,4.5
food_drink,5a93f3ab0ef4c84ed5e1b5dbf23978bc,monteiro lobato,SP,11,10,439.03,27.44,5.0
small_appliances,198c7ea11960a9844b544d9bcdca860c,jacutinga,MG,13,13,438.42,33.72,4.0
telephony,9d39404483343dd55c7ae254494d8388,sao paulo,SP,10,10,434.28,43.43,3.5
health_beauty,a420f60ff1aa9acc80d0e42959f2b313,sao paulo,SP,10,10,423.06,42.31,4.0
fashion_bags_accessories,b127efdabeffb5d559349c7b172eb75d,sao paulo,SP,10,10,421.27,42.13,4.8
